Serial,wave,Resp_AGERES,yearRES,monthRES,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_96,Q7,Q8,Q8_OthRES,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q15_OthRES,Q16,Q16_OthRES,Q17,Q18,Q19,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32,Q33,Q34_1,Q34_2,Q35,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q39,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q45,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q49_OthRES,Q50,Q51RES,Q52RES,Q53RES,Q53_Oth,Q55,Q55_OthRES,Q56,Q56_OthRES,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_97,Q58RES,GCCSA_2021RES,W1,Gender_sdc,AGE_sdc,education_sdc,state_sdc,StateMap
691,1,9999,9999,9999,2,2,2,3,1,2,2,2,4,3,4,4,0,0,0,0,1,1,0,0,0,0,0,1,3,96,9999,2,1,1,4,6,1,1,9999,1,9999,3,2,1,1,1,0,1,0,0,0,0,0,1,5,5,5,5,8,0,5,0,5,4,1,5,2,2,2,2,1,1,5,5,5,4,4,9,5,3,3,3,3,3,98,98,2,2,2,2,5,1,1,1,1,0,1,1,1,3,2,1,3,4,1,1,1,3,1,1,3,4,5,3,98,1,1,1,98,1,9999,6,9999,9999,9999,15,4,9999,97,9999,0,0,0,0,1,0,0,9999,9999,2.77138744396044,-97,3,1,5,5
692,1,9999,9999,9999,4,3,4,4,2,3,2,4,4,1,4,4,1,0,0,0,0,0,0, , , , , ,8,97,9999,1,1,3,2,5,1,96,9999,97,9999,1,2,6,5,1,0,0,0,0,0,1,0,5,5,0,0,0,2,1,0,1,1,4,1,1,2,2,1,1,1,1,5,3,3,5,1,9,4,98,98,98,98,98,98,98,98,98,98,1,3,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,1,2,1,98,98,1,1,9999,5,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.658550233570008,2,2,1,3,3
693,1,9999,9999,9999,2,2,2,1,2,1,1,2,3,3,3,4,1,0,0,0,0,0,0, , , , , ,4,1,9999,2,1,2,2,5,1,1,9999,1,9999,1,2,1,1,1,1,0,0,0,0,0,0,2,1,8,4,2,3,8,0,5,5,3,3,3,1,1,2,1,1,1,3,3,2,3,1,5,8,2,98,98,98,98,98,98,98,98,98,3,3,3,3,3,3,0,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,98,98,1,9999,3,9999,9999,9999,17,2,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.40446423452933,2,6,3,-97, 
694,1,9999,9999,9999,1,2,1,2,2,1,2,2,3,4,4,4,0,0,1,0,1,0,1,1,1,1,1,1,3,2,9999,2,1,2,2,2,1,2,9999,2,9999,2,1,1,2,1,0,0,1,0,1,0,0,3,2,0,9,1,6,9,0,2,6,2,4,4,2,2,2,1,2,2,3,2,1,4,1,9,4,1,1,1,1,1,1,1,1,1,3,5,4,4,1,5,1,3,1,1,1,2,1,3,1,1,4,1,4,4,4,1,1,2,3,1,1,98,1,98,2,1,9999,6,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.883530951714599,2,6,-97,5,5
695,1,9999,9999,9999,1,2,2,1,1,1,2,3,4,4,4,4,1,0,0,0,0,0,0, , , , , ,8,2,9999,2,1,5,1,10,1,2,9999,2,9999,1,2,1,2,1,1,0,0,0,0,0,0,3,4,0,10,5,5,10,0,4,4,2,4,5,1,1,2,2,1,1,4,1,2,2,2,9,5,1,1,1,1,1,3,3,1,1,1,2,2,2,2,2,2,0,2,2,3,3,3,1,1,1,1,1,1,3,1,1,1,2,5,3,98,98,1,98,98,98,9999,6,9999,9999,9999,15,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.594221137752306,2,6,1,3,3
698,1,9999,9999,9999,2,4,4,4,2,3,2,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,2,9999,3,3,5,2,8,1,2,9999,2,9999,1,1,6,2,1,0,0,0,0,0,1,0,4,3,0,5,1,4,7,0,5,5,2,1,2,2,2,2,2,2,1,5,3,1,2,1,5,3,1,1,1,1,1,1,1,1,1,1,4,3,2,3,3,3,5,2,2,1,2,1,5,1,1,3,5,2,4,4,1,3,1,2,2,1,98,2,98,2,1,9999,6,9999,9999,9999,17,7,9999,1,9999,0,1,0,0,0,0,0,9999,9999,.573167996952564,2,3,2,1,1
699,1,9999,9999,9999,3,2,2,3,2,3,3,3,3,3,3,3,1,0,0,0,0,0,0, , , , , ,6,97,9999,3,2,5,3,7,1,2,9999,2,9999,2,97,3,3,4,0,0,1,1,0,1,0,3,4,4,6,0,3,5,5,5,5,3,3,4,2,2,2,2,2,2,3,3,4,3,3,9,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,3,2,4,2,5,98,4,2,4,1,3,1,3,3,2,5,3,1,98,98,98,98,98,9999,4,9999,9999,9999,17,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.658550233570008,2,2,6,3,3
700,1,9999,9999,9999,2,2,2,3,2,2,3,3,3,3,4,4,0,0,1,0,1,1,0,1,1,1,1,0,8,2,9999,1,1,1,1,8,1,2,9999,2,9999,3,2,1,2,1,1,0,0,0,0,0,0,3,2,0,10,5,7,10,0,0,5,1,2,3,2,2,2,2,1,1,3,1,1,5,1,9,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,0,1,1,1,2,1,1,1,1,3,2,2,4,3,2,2,1,4,2,1,98,1,98,2,98,9999,6,9999,9999,9999,17,1,9999,1,9999,1,1,0,0,0,0,0,9999,9999,.719206622372254,2,4,7,5,5
701,1,9999,9999,9999,1,2,2,2,2,2,2,3,2,2,3,4,0,0,0,0,0,0,1,0,1,0,0,0,1,2,9999,2,1,1,2,6,1,2,9999,2,9999,1,1,6,2,1,1,0,0,0,0,0,0,2,3,1,8,5,8,7,3,5,5,2,1,2,1,1,2,1,1,1,5,2,1,4,2,9,5,3,3,3,3,3,3,3,3,3,3,2,5,2,2,3,1,0,1,1,1,1,1,4,1,2,1,1,2,3,1,3,1,1,3,2,98,98,98,98,98,98,9999,5,9999,9999,9999,17,5,9999,1,9999,0,0,1,0,0,0,0,9999,9999,.883530951714599,2,-97,-97,4,4
702,1,9999,9999,9999,2,1,2,1,1,1,3,2,4,2,2,4,0,0,0,1,0,0,0,1,0,0,0,0,3,4,9999,1,1,2,1,5,1,4,9999,97,9999,4,97,3,1,2,1,0,0,0,0,0,0,2,2,5,4,5,4,0,4,2,9,1,2,2,1,1,2,1,2,1,5,1,1,2,1,7,10,98,98,3,3,3,3,98,1,2,98,4,3,1,2,1,1,5,1,1,1,2,1,4,2,2,1,1,3,1,1,3,2,4,4,1,1,2,2,98,2,1,9999,3,9999,9999,9999,18,7,9999,1,9999,1,1,0,0,0,0,0,9999,9999,.658550233570008,2,2,7,3,3
703,1,9999,9999,9999,1,1,2,2,2,1,3,2,3,2,3,4,1,0,0,0,0,0,0, , , , , ,2,2,9999,2,2,2,2,5,1,2,9999,2,9999,1,2,3,3,3,1,0,0,0,0,0,0,3,1,5,8,0,5,5,0,5,5,3,1,3,2,2,1,1,1,1,3,1,1,4,1,7,5,98,98,98,98,3,3,3,98,98,3,2,3,3,2,5,4,3,1,1,1,1,1,3,1,2,3,1,1,4,2,1,3,5,5,1,98,98,98,98,98,98,9999,3,9999,9999,9999,16,96,9999,1,9999,0,0,0,0,1,0,0,9999,9999,.519140299777806,2,-97,1,2,2
704,1,9999,9999,9999,2,1,1,4,2,1,2,4,4,4,4,4,0,1,1,0,0,0,0,1,1,1,0,0,1,1,9999,2,1,1,2,5,1,97,9999,97,9999,2,97,1,6,1,1,0,0,0,0,0,0,3,1,0,6,0,0,7,0,2,0,1,4,4,2,2,2,2,2,2,3,1,1,1,1,7,5,1,3,1,1,1,98,1,3,1,3,4,2,3,5,1,3,10,2,1,2,2,2,4,1,1,4,2,2,5,1,2,3,1,5,1,98,98,98,98,98,98,9999,5,9999,9999,9999,16,5,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.517179285513314,2,7,7,1,1
705,1,9999,9999,9999,2,3,2,3,2,2,2,3,3,3,4,4,0,0,1,0,0,0,0,0,0,0,1,0,4,4,9999,2,2,5,2,5,1,4,9999,4,9999,4,1,5,4,2,0,0,0,1,0,0,0,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,1,2,2,5,5,5,3,3,9,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,2,2,2,2,2,3,1,1,3,1,3,3,4,2,4,2,3,2,1,1,98,98,98,98,9999,6,9999,9999,9999,18,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.29822534860461,2,-97,1,2,2
706,1,9999,9999,9999,2,2,1,2,2,2,2,3,3,3,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,2,1,4,5,1,2,9999,2,9999,1,1,1,2,1,1,0,0,0,0,0,0,3,3,5,10,0,5,10,0,0,5,1,2,2,2,2,1,2,1,1,5,1,1,4,2,9,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,4,1,1,1,1,1,1,2,1,2,4,2,3,3,2,2,2,2,1,1,2,2,1,1,2,9999,5,9999,9999,9999,20,6,9999,97,9999,0,0,1,0,0,0,0,9999,9999,1.68183258194057,1,5,-97,3,3
707,1,9999,9999,9999,1,4,1,1,1,1,1,3,2,2,4,4,0,1,1,0,1,1,1,1,1,1,1,0,8,4,9999,2,1,2,2,3,1,4,9999,4,9999,1,2,1,2,1,1,0,0,0,0,0,0,4,2,1,3,5,8,0,0,2,6,4,1,2,2,2,2,2,1,1,2,2,1,5,1,5,9,98,98,98,98,98,98,98,98,98,98,3,1,1,1,1,1,0,1,1,1,1,1,5,1,1,4,1,3,1,4,1,1,2,2,1,1,98,2,98,1,1,9999,6,9999,9999,9999,17,1,9999,1,9999,0,1,0,0,0,0,0,9999,9999,.573167996952564,2,3,3,1,1
708,1,9999,9999,9999,3,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,2,4,9999,3,3,5,3,4,2, ,9999, ,9999, , , , , , , , , , , , ,4,3,10,9,9,4,9,9,9,9,3,3,4,1,2,1,1,2,1,5,1,1,3,1,4,9,1,1,1,98,1,1,3,1,3,3,3,2,2,2,2,2,1,1,1,1,4,4,4,98,1,5,1,3,2,2,3,2,2,5,1,1,1,1,1,2,98,9999,5,9999,9999,9999,17,4,9999,97,9999,0,0,1,0,0,0,0,9999,9999,1.86390414156605,1,3,6,3,3
709,1,9999,9999,9999,4,4,4,4,4,4,3,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,3,6,2,5,1,1,9999,1,9999,1,1,3,2,1,0,0,0,0,0,1,0,5,3,3,3,4,3,0,0,0,0,4,1,2,2,2,2,2,2,2,1,1,1,5,5,9,4,98,98,98,98,98,98,3,3,3,3,3,4,1,2,1,2,4,1,1,1,1,1,1,2,3,5,2,4,4,2,2,2,1,4,1,1,1,1,2,98,1,9999,1,9999,9999,9999,17,2,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.42258750620558,2,3,5,2,2
710,1,9999,9999,9999,2,2,1,1,1,2,2,4,2,4,3,4,1,0,0,0,0,0,0, , , , , ,3,4,9999,3,2,6,3,10,1,4,9999,2,9999,1,2,3,4,2,0,0,1,0,1,0,0,4,3,5,10,5,8,7,0,5,5,3,2,3,1,1,1,1,1,1,2,1,1,4,1,9,7,98,2,1,2,1,98,1,1,1,1,3,3,2,1,1,1,0,1,1,1,1,1,5,1,1,3,1,1,2,3,2,1,1,4,1,98,98,1,98,98,98,9999,5,9999,9999,9999,16,7,9999,1,9999,1,1,1,0,1,0,0,9999,9999,.573167996952564,2,3,6,1,1
711,1,9999,9999,9999,2,3,3,4,4,2,3,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,1,9999,2,1,3,2,10,1,1,9999,1,9999,1,1,1,1,2,0,1,0,0,0,0,0,5,3,7,0,5,1,0,5,5,5,3,1,2,2,2,2,2,2,2,5,5,5,4,2,9,2,2,2,2,2,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,98,2,1,4,1,4,1,1,2,1,5,4,1,98,1,1,2,1,9999,6,9999,9999,9999,15,5,9999,1,9999,0,0,0,1,0,0,0,9999,9999,1.46377992605777,1,-97,6,1,1
712,1,9999,9999,9999,1,4,4,4,1,2,1,4,4,4,4,4,0,1,0,0,0,0,0,1,0,0,0,0,2,3,9999,2,1,2,4,7,1,3,9999,3,9999,1,2,4,3,2,0,0,0,1,0,0,0,5,4,3,0,8,0,0,6,6,5,4,1,2,2,2,2,2,2,2,5,3,3,4,2,9,5,2,2,2,2,2,2,3,3,3,2,1,2,2,5,2,5,10,2,2,1,1,3,1,3,4,5,4,4,5,1,5,5,5,5,4,98,98,98,98,98,98,9999,4,9999,9999,9999,16,3,9999,1,9999,0,0,0,0,1,0,0,9999,9999,.827023605602592,1,3,7,-97, 
713,1,9999,9999,9999,2,2,2,2,2,2,2,4,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,1,5,2,9999,2,1,5,2,5,1,2,9999,2,9999,1,2,1,2,1,1,0,0,0,0,0,0,2,1,0,10,0,5,10,0,5,5,1,4,4,2,2,1,2,2,2,1,5,1,3,1,5,9,1,1,1,1,1,3,3,3,1,1,5,3,3,2,3,2,0,1,1,1,2,1,5,1,1,4,1,4,4,3,3,3,1,3,2,1,98,2,98,2,98,9999,6,9999,9999,9999,15,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.517179285513314,2,5,5,1,1
714,1,9999,9999,9999,3,3,3,3,3,4,3,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,3,97,2,0,1,97,9999,97,9999,97,97,1,6,3,0,0,0,0,0,0,1,5,3,5,5,5,5,5,5,5,5,4,1,1,2,2,2,2,2,2,5,1,1,5,2,5,9,98,98,98,98,98,98,98,98,98,98,2,3,2,1,3,1,0,1,1,1,1,1,3,1,1,2,3,3,2,3,1,2,3,4,2,98,98,98,98,98,98,9999,6,9999,9999,9999,18,7,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.573167996952564,2,2,7,1,1
716,1,9999,9999,9999,2,3,4,3,1,2,2,2,4,2,2,4,0,0,0,0,0,1,0,0,0,0,0,1,8,4,9999,2,1,97,3,0,1,97,9999,97,9999,97,97,6,4,1,0,0,0,0,1,1,0,4,5,0,1,0,7,1,0,0,6,3,1,2,1,1,1,1,1,1,4,1,1,5,1,7,4,1,3,1,3,1,3,3,1,3,3,2,5,1,1,4,1,0,1,4,1,2,1,5,1,1,5,1,5,3,5,1,1,1,1,1,1,98,1,98,98,1,9999,6,9999,9999,9999,17,2,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.575341306382114,2,2,7,2,2
718,1,9999,9999,9999,2,2,2,2,2,2,2,2,4,3,3,3,1,0,0,0,0,0,0, , , , , ,1,2,9999,2,1,6,2,10,1,2,9999,2,9999,1,2,1,2,1,1,0,0,0,0,0,0,5,4,0,10,5,5,10,0,5,5,2,4,3,2,2,1,1,1,1,4,5,3,3,5,9,8,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,3,2,1,2,1,2,2,4,1,1,1,4,1,1,1,1,1,1,1,9999,6,9999,9999,9999, ,96,9999,97,9999,0,0,0,0,1,0,0,9999,9999,.483704364397959,2,5,4,3,3
719,1,9999,9999,9999,3,4,3,4,3,3,4,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,2,97,9999,3,3,6,2,5,1,2,9999,2,9999,1,2,1,2,2,0,1,1,1,0,1,0,4,1,5,5,5,3,5,5,5,5,1,3,2,2,2,2,2,2,1,4,4,2,2,2,9,1,1,98,1,98,98,98,98,1,1,98,4,2,1,3,2,4,4,4,4,3,1,2,5,1,1,2,2,2,4,4,1,4,1,3,3,1,2,1,1,2,1,9999,6,9999,9999,9999,18,1,9999,1,9999,0,1,0,0,0,0,0,9999,9999,1.6222455765319,1,3,4,1,1
721,1,9999,9999,9999,1,1,1,1,1,1,1,3,4,4,3,4,1,0,0,0,0,0,0, , , , , ,7,2,9999,1,1,1,2,3,1,2,9999,2,9999,1,2,1,2,1,1,0,0,0,0,0,0,1,1,0,10,0,5,10,0,0,5,1,4,4,2,2,2,2,2,2,2,1,1,3,1,4,9,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,0,1,1,1,2,2,5,1,1,1,2,3,1,2,1,1,1,5,1,1,98,1,1,2,1,9999,3,9999,9999,9999,16,2,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.517179285513314,2,5,7,1,1
722,1,9999,9999,9999,3,3,3,4,4,3,3,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,8,2,9999,3,2,3,3,5,1,2,9999,4,9999,1,2,1,2,2,1,0,0,0,0,0,0,5,5,3,8,0,7,7,0,5,5,3,1,2,2,2,2,2,2,2,4,5,3,2,2,9,1,98,1,1,1,1,1,1,1,3,1,2,2,2,2,3,2,3,1,1,1,1,1,2,1,1,4,3,1,3,1,2,2,2,4,2,98,98,1,98,2,1,9999,6,9999,9999,9999,18,1,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.658550233570008,2,3,1,3,3
724,1,9999,9999,9999,4,2,1,1,2,3,2,3,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,1,4,1,9999,2,2,6,4,8,2, ,9999, ,9999, , , , , , , , , , , , ,5,5,8,0,5,1,0,5,3,5,2,1,1,2,2,2,2,2,2,1,1,2,5,5,1,7,98,98,98,98,98,98,98,98,98,1,5,5,5,5,2,4,7,2,1,1,2,3,1,3,1,1,1,2,3,5,4,2,1,4,3,2,1,1,2,1,2,9999,3,9999,9999,9999, ,4,9999,1,9999,0,0,1,0,0,0,0,9999,9999,2.50067028474839,-97,-97,2,5,5
725,1,9999,9999,9999,2,2,2,3,1,2,1,4,2,2,3,4,1,0,0,0,0,0,0, , , , , ,2,4,9999,1,1,6,2,2,1,4,9999,4,9999,2,2,1,4,1,0,0,0,0,0,0,1,3,2,2,7,0,9,7,0,5,9,2,2,2,2,2,1,2,2,1,4,1,1,4,1,5,9,98,1,1,1,1,1,1,98,1,98,4,5,2,2,3,2,4,1,1,1,2,1,3,1,1,5,1,3,3,4,2,3,1,3,1,1,2,2,1,2,1,9999,6,9999,9999,9999,18,6,9999,1,9999,0,0,0,0,0,0,1,9999,9999,2.20946491398101,2,2,1,4,4
726,1,9999,9999,9999,4,4,4,4,4,4,3,4,4,4,4,4,0,1,1,0,1,1,0,1,1,1,0,0,1,2,9999,2,1,4,1,5,1,2,9999,2,9999,2,1,1,2,1,1,0,0,0,0,0,0,5,5,0,8,5,5,5,0,0,5,4,1,1,2,2,2,2,2,2,5,5,5,3,3,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,2,1,5,1,1,1,1,1,3,1,1,1,2,5,2,1,98,1,98,2,1,9999,6,9999,9999,9999,17,1,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.483704364397959,2,4,7,3,3
727,1,9999,9999,9999,1,3,2,2,2,2,1,4,4,1,4,4,1,0,0,0,0,0,0, , , , , ,1,2,9999,2,1,1,4,5,1,2,9999,2,9999,1,2,1,2,1,0,0,0,0,1,0,0,4,1,8,9,3,2,6,0,1,5,2,3,2,2,2,2,2,2,2,5,1,1,1,1,4,7,1,1,1,1,1,98,3,1,1,1,2,3,1,2,3,3,5,1,1,1,2,1,3,98,4,4,4,3,4,3,4,3,4,5,1,98,1,1,1,2,98,9999,4,9999,9999,9999, ,2,9999,1,9999,0,0,0,1,0,0,0,9999,9999,.517179285513314,2,6,1,1,1
728,1,9999,9999,9999,2,2,1,1,2,2,3,2,3,3,4,4,1,0,0,0,0,0,0, , , , , ,5,2,9999,2,1,2,4,1,1,2,9999,2,9999,1,2,1,2,1,1,0,0,0,0,0,0,3,2,0,10,5,4,5,3,3,4,3,1,2,2,2,2,1,1,1,4,1,2,2,1,8,5,1,1,1,1,1,1,1,1,1,1,4,2,2,2,3,2,3,1,1,2,2,1,2,1,1,1,4,2,2,5,3,1,3,2,1,98,98,2,2,98,98,9999,6,9999,9999,9999,18,3,9999,97,9999,0,0,1,0,0,0,0,9999,9999,.573167996952564,2,2,7,1,1
729,1,9999,9999,9999,2,2,2,3,2,3,3,3,2,2,3,3,0,0,0,1,0,0,1,0,1,0,0,0,1,2,9999,2,2,1,2,4,1,2,9999,2,9999,1,2,3,2,3,1,0,0,0,0,0,0,5,5,0,10,0,5,5,0,0,0,2,2,3,2,2,2,2,2,2,5,5,5,1,1,9,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,2,2,2,2,2,1,2,1,1,1,1,1,3,1,1,5,4,1,98,98,98,98,98,98,9999,5,9999,9999,9999,19,3,9999,97,9999,0,0,1,0,1,0,0,9999,9999,.573167996952564,2,2,7,1,1
730,1,9999,9999,9999,1,2,1,1,2,1,2,3,4,4,4,4,1,0,0,0,0,0,0, , , , , ,6,2,9999,2,1,1,4,5,1,2,9999,2,9999,2,2,1,2,1,0,0,0,0,0,1,0,3,1,0,8,0,6,10,0,0,0,2,2,4,2,2,2,2,2,2,3,1,1,3,1,8,10,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,2,3,1,1,1,1,1,5,1,1,5,4,5,3,4,1,3,1,3,2,1,2,2,98,2,1,9999,4,9999,9999,9999,15,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,3.23576712836867,1,5,7,-97, 
731,1,9999,9999,9999,2,2,3,3,3,3,2,3,3,4,4,4,0,0,0,1,0,0,0,1,0,0,0,0,1,97,9999,3,3,6,4,0,1,97,9999,97,9999,97,97,1,6,3,0,0,0,0,0,1,0,5,5,0,5,0,10,5,0,5,5,4,1,1,2,2,1,1,1,1,5,5,5,5,3,9,5,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,0,1,1,1,1,1,5,1,1,5,1,3,3,5,1,1,5,3,1,1,98,2,1,98,1,9999,3,9999,9999,9999,17,7,9999,1,9999,0,0,0,1,0,0,0,9999,9999,.42258750620558,2,5,6,2,2
732,1,9999,9999,9999,3,2,2,3,2,2,2,2,3,3,3,4,0,0,0,0,0,0,1,1,1,0,1,0,4,97,9999,2,2,5,2,5,1,4,9999,4,9999,1,2,5,4,1,0,0,0,0,1,0,0,4,4,3,0,5,5,0,0,0,5,3,1,3,1,2,2,2,1,2,5,1,3,5,2,9,5,3,3,98,3,98,3,98,3,3,3,4,2,4,5,2,3,4,3,1,1,1,1,4,3,3,3,3,3,5,5,4,4,1,3,1,98,98,98,98,98,98,9999,6,9999,9999,9999, ,3,9999,1,9999,1,0,0,0,0,0,0,9999,9999,1.19153744922383,1,4,-97,1,1
733,1,9999,9999,9999,2,1,1,1,1,3,4,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,8,97,9999,3,3,97,4,5,3, ,9999, ,9999, , , , , , , , , , , , ,5,4,0,5,5,5,5,1,1,0,4,1,3,2,2,2,2,2,1,3,4,5,5,5,2,10,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,2,3,3,3,3,1,5,3,5,5,1,1,98,1,98,98,98,9999,1,9999,9999,9999, ,3,9999,1,9999,0,0,1,0,0,0,0,9999,9999,.883530951714599,2,5,-97,5,5
734,1,9999,9999,9999,3,3,3,3,3,3,3,3,3,2,3,4,0,0,0,1,1,1,1,1,1,1,1,1,4,97,9999,3,3,6,3,6,1,2,9999,2,9999,3,1,3,2,1,0,0,0,1,0,0,0,3,4,0,2,4,7,3,3,5,5,2,2,3,2,2,2,2,2,2,3,2,4,2,2,2,5,1,1,2,2,1,1,1,1,1,1,2,3,1,1,2,2,4,2,1,1,1,1,5,1,2,2,3,2,3,1,2,3,1,5,3,1,1,1,1,2,1,9999,5,9999,9999,9999,15,1,9999,1,9999,0,0,0,0,0,0,1,9999,9999,1.36903537822386,1,4,-97,3,3
735,1,9999,9999,9999,1,1,1,3,1,1,1,1,4,1,3,4,1,0,0,0,0,0,0, , , , , ,6,96,9999,1,1,1,2,8,1,96,9999,96,9999,3,2,1,5,2,0,0,1,0,0,0,0,4,3,1,0,1,0,0,5,5,5,3,1,2,1,1,2,1,1,1,4,1,2,3,1,9,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,10,3,2,2,2,1,2,1,2,5,3,1,5,1,3,3,1,5,4,1,2,2,1,1,2,9999,5,9999,9999,9999,18,96,9999,1,9999,0,0,0,0,0,0,1,9999,9999,.883530951714599,2,5,-97,4,4
736,1,9999,9999,9999,3,3,3,3,3,3,4,4,4,4,4,4,1,0,0,0,0,0,0, , , , , ,1,97,9999,3,3,97,1,5,1,97,9999,97,9999,97,97,1,6,3,0,0,0,0,0,0,1,5,3,5,5,5,5,8,0,5,5,3,4,3,2,2,1,2,1,1,3,1,1,3,1,9,5,98,98,98,98,98,98,98,98,98,98,3,3,3,3,3,3,5,1,1,2,2,2,3,3,2,5,3,3,3,2,4,3,5,5,1,98,98,98,98,98,98,9999,6,9999,9999,9999, ,7,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.420991213010812,2,4,1,1,1
737,1,9999,9999,9999,1,2,2,1,1,1,1,2,3,3,4,4,0,0,1,0,0,0,0,1,0,0,0,0,8,2,9999,2,1,1,2,5,1,2,9999,2,9999,3,1,1,2,2,1,0,0,0,0,0,0,1,1,5,10,3,6,5,0,0,5,1,4,3,1,2,2,1,1,1,1,5,5,5,1,9,5,1,1,1,1,1,1,1,1,1,1,1,5,2,2,5,1,0,1,2,1,1,1,1,2,1,5,5,2,3,1,1,1,1,4,2,1,98,98,98,2,1,9999,3,9999,9999,9999,17,2,9999,1,9999,1,0,0,0,0,0,0,9999,9999,.658550233570008,2,3,5,3,3
738,1,9999,9999,9999,1,3,3,3,2,2,2,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,6,3,9999,2,1,3,2,2,1,1,9999,1,9999,97,1,2,2,1,1,0,0,0,0,0,0,5,5,10,5,7,10,10,10,10,10,4,3,4,1,1,1,1,1,1,4,5,5,4,3,10,9,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,10,2,2,2,2,2,5,3,1,2,2,2,2,2,2,2,2,4,3,2,2,1,1,1,1,9999,1,9999,9999,9999, ,7,9999,97,9999,0,0,0,0,0,0,1,9999,9999,.483704364397959,2,4,6,3,3
